Code,prevValue,closeValue,changePrice,changePercentage,avgDailyMovePct,avgAbsDailyMovePct,jumlahHariData,Sektor,SubSektor
AADI,7875.0,8950.0,1075.0,13.65,0.762,0.998,18,Energi,"Minyak, Gas & Batu Bara"
AALI,5975.0,6525.0,550.0,9.21,0.525,0.836,18,Barang Konsumen Primer,Makanan & Minuman
ABBA,30.0,30.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Non-Primer,Media & Hiburan
ABDA,3310.0,3430.0,120.0,3.63,0.213,0.487,18,Keuangan,Asuransi
ABMM,2250.0,2520.0,270.0,12.0,0.674,1.002,18,Energi,"Minyak, Gas & Batu Bara"
ACES,324.0,358.0,34.0,10.49,0.603,1.42,18,Barang Konsumen Non-Primer,Perdagangan Ritel
ACRO,58.0,61.0,3.0,5.17,0.343,1.882,18,Barang Konsumen Non-Primer,Pakaian & Barang Mewah
ACST,76.0,90.0,14.0,18.42,1.013,1.318,18,Infrastruktur,Konstruksi Bangunan
ADCP,50.0,50.0,0.0,0.0,0.0,0.0,17,Properti & Real Estat,Properti & Real Estat
ADES,33850.0,36100.0,2250.0,6.65,0.399,1.709,18,Barang Konsumen Primer,Makanan & Minuman
ADHI,150.0,162.0,12.0,8.0,0.497,2.098,18,Infrastruktur,Konstruksi Bangunan
ADMF,7950.0,8225.0,275.0,3.46,0.203,0.599,18,Keuangan,Jasa Pembiayaan
ADMG,199.0,214.0,15.0,7.54,0.482,1.8,18,Barang Baku,Barang Baku
ADMR,1380.0,1495.0,115.0,8.33,0.495,1.665,18,Energi,"Minyak, Gas & Batu Bara"
ADRO,2260.0,2520.0,260.0,11.5,0.657,1.465,18,Energi,"Minyak, Gas & Batu Bara"
AEGS,37.0,43.0,6.0,16.22,0.958,2.702,18,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif
AGAR,202.0,630.0,428.0,211.88,7.942,8.421,17,Barang Konsumen Primer,Makanan & Minuman
AGII,2500.0,2880.0,380.0,15.2,0.978,3.813,18,Barang Baku,Barang Baku
AGRO,133.0,147.0,14.0,10.53,0.607,1.392,18,Keuangan,Bank
AGRS,58.0,61.0,3.0,5.17,0.315,1.47,18,Keuangan,Bank
AHAP,84.0,95.0,11.0,13.1,0.815,2.834,18,Keuangan,Asuransi
AIMS,410.0,360.0,-50.0,-12.2,-0.618,2.993,18,Energi,"Minyak, Gas & Batu Bara"
AISA,96.0,108.0,12.0,12.5,0.704,1.132,18,Barang Konsumen Primer,Makanan & Minuman
AKKU,38.0,38.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Non-Primer,Jasa Konsumen
AKPI,472.0,496.0,24.0,5.08,0.297,0.65,18,Barang Baku,Barang Baku
AKRA,1225.0,1440.0,215.0,17.55,0.978,1.924,18,Energi,"Minyak, Gas & Batu Bara"
AKSI,206.0,220.0,14.0,6.8,0.434,2.349,18,Transportasi & Logistik,Logistik & Pengantaran
ALDO,704.49,765.0,60.51,8.59,0.707,4.207,18,Barang Baku,Barang Baku
ALII,710.0,750.0,40.0,5.63,0.367,2.214,18,Energi,"Minyak, Gas & Batu Bara"
ALKA,520.0,1345.0,825.0,158.65,6.142,7.858,18,Barang Baku,Barang Baku
ALMI,74.0,74.0,0.0,0.0,0.0,0.0,17,Barang Baku,Barang Baku
ALTO,18.0,18.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Primer,Makanan & Minuman
AMAG,394.0,384.0,-10.0,-2.54,-0.149,0.452,18,Keuangan,Asuransi
AMAN,260.0,264.0,4.0,1.54,0.105,1.433,18,Properti & Real Estat,Properti & Real Estat
AMAR,199.0,208.0,9.0,4.52,0.272,1.008,18,Keuangan,Bank
AMFG,2990.0,3190.0,200.0,6.69,0.405,1.727,18,Perindustrian,Barang Perindustrian
AMIN,244.0,246.0,2.0,0.82,0.052,0.628,18,Perindustrian,Barang Perindustrian
AMMN,3210.0,4040.0,830.0,25.86,1.44,3.561,18,Barang Baku,Barang Baku
AMMS,316.0,292.0,-24.0,-7.59,-0.446,1.581,18,Barang Konsumen Primer,Makanan & Minuman
AMOR,314.0,346.0,32.0,10.19,0.58,1.064,18,Keuangan,Jasa Investasi
AMRT,1380.0,1380.0,0.0,0.0,0.011,1.149,18,Barang Konsumen Primer,Perdagangan Ritel Barang Primer
ANDI,16.0,19.0,3.0,18.75,1.06,1.713,18,Barang Konsumen Primer,Makanan & Minuman
ANJT,1385.0,1465.0,80.0,5.78,0.346,1.213,18,Barang Konsumen Primer,Makanan & Minuman
ANTM,2610.0,2990.0,380.0,14.56,0.841,2.244,18,Barang Baku,Barang Baku
APEX,116.0,149.0,33.0,28.45,1.529,2.844,18,Energi,"Minyak, Gas & Batu Bara"
APIC,625.0,665.0,40.0,6.4,0.416,2.372,18,Keuangan,Perusahaan Holding & Investasi
APII,183.87,182.0,-1.87,-1.02,-0.048,1.028,18,Perindustrian,Barang Perindustrian
APLI,242.0,238.0,-4.0,-1.65,-0.085,1.243,18,Barang Baku,Barang Baku
APLN,104.0,128.0,24.0,23.08,1.602,4.579,18,Properti & Real Estat,Properti & Real Estat
ARCI,905.0,1075.0,170.0,18.78,1.078,2.91,18,Barang Baku,Barang Baku
AREA,214.0,290.0,76.0,35.51,1.858,2.675,18,Teknologi,Perangkat Lunak & Jasa TI
ARGO,980.0,1130.0,150.0,15.31,0.869,2.085,18,Barang Konsumen Non-Primer,Pakaian & Barang Mewah
ARII,282.0,268.0,-14.0,-4.96,-0.286,1.24,18,Energi,"Minyak, Gas & Batu Bara"
ARKA,22.0,22.0,0.0,0.0,0.0,0.0,17,Perindustrian,Barang Perindustrian
ARKO,4980.0,5200.0,220.0,4.42,0.409,3.542,18,Infrastruktur,Utilitas
ARNA,450.0,478.0,28.0,6.22,0.359,0.556,18,Perindustrian,Barang Perindustrian
ARTA,2930.0,2480.0,-450.0,-15.36,-0.892,2.759,18,Barang Konsumen Non-Primer,Jasa Konsumen
ARTI,2.0,2.0,0.0,0.0,0.0,0.0,17,Energi,"Minyak, Gas & Batu Bara"
ARTO,925.0,1255.0,330.0,35.68,1.99,4.935,18,Keuangan,Bank
ASBI,416.0,418.0,2.0,0.48,0.038,1.151,18,Keuangan,Asuransi
ASDM,501.76,515.0,13.24,2.64,0.174,1.523,18,Keuangan,Asuransi
ASGR,1475.0,1885.0,410.0,27.8,1.485,2.254,18,Perindustrian,Jasa Perindustrian
ASHA,50.0,57.0,7.0,14.0,0.83,2.436,18,Barang Konsumen Primer,Makanan & Minuman
ASII,4600.0,4970.0,370.0,8.04,0.478,1.491,18,Perindustrian,Perusahaan Holding Multi Sektor
ASJT,157.0,169.0,12.0,7.64,0.472,1.821,18,Keuangan,Asuransi
ASLC,57.0,64.0,7.0,12.28,0.707,1.44,18,Barang Konsumen Non-Primer,Perdagangan Ritel
ASLI,199.0,202.0,3.0,1.51,0.16,2.927,18,Infrastruktur,Konstruksi Bangunan
ASMI,14.0,19.0,5.0,35.71,1.899,3.667,18,Keuangan,Asuransi
ASPI,326.0,414.0,88.0,26.99,1.729,5.894,18,Properti & Real Estat,Properti & Real Estat
ASPR,140.0,153.0,13.0,9.29,0.595,2.889,18,Barang Baku,Barang Baku
ASRI,105.0,121.0,16.0,15.24,1.0,2.968,18,Properti & Real Estat,Properti & Real Estat
ASRM,244.0,268.0,24.0,9.84,0.564,1.114,18,Keuangan,Asuransi
ASSA,585.0,610.0,25.0,4.27,0.268,1.71,18,Transportasi & Logistik,Transportasi
ATAP,394.0,555.0,161.0,40.86,2.258,4.814,18,Properti & Real Estat,Properti & Real Estat
ATIC,470.0,466.0,-4.0,-0.85,-0.03,1.729,18,Teknologi,Perangkat Lunak & Jasa TI
ATLA,50.0,50.0,0.0,0.0,0.002,0.233,18,Energi,"Minyak, Gas & Batu Bara"
AUTO,2350.0,2580.0,230.0,9.79,0.561,1.157,18,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif
AVIA,302.0,320.0,18.0,5.96,0.358,1.492,18,Barang Baku,Barang Baku
AWAN,150.0,151.0,1.0,0.67,0.062,1.8,18,Teknologi,Perangkat Lunak & Jasa TI
AXIO,110.0,111.0,1.0,0.91,0.064,1.001,18,Teknologi,Perangkat Keras & Peralatan Teknologi
AYAM,344.0,392.0,48.0,13.95,0.783,1.351,18,Barang Konsumen Primer,Makanan & Minuman
AYLS,155.0,149.0,-6.0,-3.87,-0.179,2.798,18,Barang Baku,Barang Baku
BABP,50.0,50.0,0.0,0.0,0.0,0.0,18,Keuangan,Bank
BABY,164.0,192.0,28.0,17.07,0.979,2.434,18,Barang Konsumen Non-Primer,Perdagangan Ritel
BACA,99.0,112.0,13.0,13.13,0.823,2.484,18,Keuangan,Bank
BAIK,635.0,710.0,75.0,11.81,0.691,2.089,18,Barang Konsumen Non-Primer,Jasa Konsumen
BAJA,160.0,166.0,6.0,3.75,0.229,1.095,18,Barang Baku,Barang Baku
BALI,1225.0,1215.0,-10.0,-0.82,0.014,2.198,18,Infrastruktur,Telekomunikasi
BANK,256.0,288.0,32.0,12.5,0.74,2.262,18,Keuangan,Bank
BAPA,314.0,187.0,-127.0,-40.45,-2.313,10.839,18,Properti & Real Estat,Properti & Real Estat
BAPI,15.0,16.0,1.0,6.67,0.512,4.151,18,Properti & Real Estat,Properti & Real Estat
BATA,59.0,59.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Non-Primer,Pakaian & Barang Mewah
BATR,79.0,94.0,15.0,18.99,1.047,1.443,18,Barang Baku,Barang Baku
BAUT,25.0,28.0,3.0,12.0,0.73,2.706,18,Barang Konsumen Non-Primer,Perdagangan Ritel
BAYU,1110.0,1160.0,50.0,4.5,0.261,0.469,18,Barang Konsumen Non-Primer,Jasa Konsumen
BBCA,5600.0,6275.0,675.0,12.05,0.693,1.615,18,Keuangan,Bank
BBHI,921.65,900.0,-21.65,-2.35,-0.133,0.881,18,Keuangan,Bank
BBKP,50.0,54.0,4.0,8.0,0.47,1.363,18,Keuangan,Bank
BBLD,545.0,590.0,45.0,8.26,0.528,2.322,18,Keuangan,Jasa Pembiayaan
BBMD,1905.0,1970.0,65.0,3.41,0.241,1.717,17,Keuangan,Bank
BBNI,3100.0,3540.0,440.0,14.19,0.803,1.603,18,Keuangan,Bank
BBRI,2670.0,3000.0,330.0,12.36,0.704,1.629,18,Keuangan,Bank
BBRM,130.0,111.0,-19.0,-14.62,-0.882,2.206,18,Energi,"Minyak, Gas & Batu Bara"
BBSI,4750.0,4700.0,-50.0,-1.05,-0.053,0.767,18,Keuangan,Bank
BBSS,88.0,96.0,8.0,9.09,0.555,2.217,18,Properti & Real Estat,Properti & Real Estat
BBTN,1080.0,1240.0,160.0,14.81,0.843,1.707,18,Keuangan,Bank
BBYB,204.0,246.0,42.0,20.59,1.186,3.132,18,Keuangan,Bank
BCAP,50.0,50.0,0.0,0.0,0.002,0.233,18,Keuangan,Perusahaan Holding & Investasi
BCIC,117.0,145.0,28.0,23.93,1.382,2.539,18,Keuangan,Bank
BCIP,57.0,62.0,5.0,8.77,0.512,1.298,18,Properti & Real Estat,Properti & Real Estat
BDKR,140.0,146.0,6.0,4.29,0.283,2.263,18,Infrastruktur,Konstruksi Bangunan
BDMN,3730.0,4100.0,370.0,9.92,0.572,1.199,18,Keuangan,Bank
BEBS,5.0,5.0,0.0,0.0,0.0,0.0,17,Barang Baku,Barang Baku
BEEF,160.0,348.0,188.0,117.5,4.983,5.818,18,Barang Konsumen Primer,Makanan & Minuman
BEER,73.0,74.0,1.0,1.37,0.113,1.746,18,Barang Konsumen Primer,Makanan & Minuman
BEKS,20.0,21.0,1.0,5.0,0.363,3.139,18,Keuangan,Bank
BELI,280.0,254.0,-26.0,-9.29,-0.56,1.276,18,Teknologi,Perangkat Lunak & Jasa TI
BELL,88.0,113.0,25.0,28.41,1.741,4.773,18,Barang Konsumen Non-Primer,Pakaian & Barang Mewah
BESS,925.0,900.0,-25.0,-2.7,-0.145,1.381,18,Energi,"Minyak, Gas & Batu Bara"
BEST,94.0,101.0,7.0,7.45,0.442,1.479,18,Properti & Real Estat,Properti & Real Estat
BFIN,745.0,760.0,15.0,2.01,0.144,1.653,18,Keuangan,Jasa Pembiayaan
BGTG,101.0,110.0,9.0,8.91,0.549,1.916,18,Keuangan,Bank
BHAT,1770.0,1770.0,0.0,0.0,0.0,0.0,17,Keuangan,Asuransi
BHIT,25.0,27.0,2.0,8.0,0.504,2.265,18,Perindustrian,Perusahaan Holding Multi Sektor
BIKA,55.0,55.0,0.0,0.0,0.0,0.0,17,Properti & Real Estat,Properti & Real Estat
BIKE,510.0,510.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Non-Primer,Barang Rekreasi
BIMA,82.0,82.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Non-Primer,Pakaian & Barang Mewah
BINA,4190.0,4110.0,-80.0,-1.91,-0.055,2.478,18,Keuangan,Bank
BINO,90.0,106.0,16.0,17.78,0.999,1.795,18,Perindustrian,Jasa Perindustrian
BIPI,114.0,153.0,39.0,34.21,1.849,3.979,18,Energi,"Minyak, Gas & Batu Bara"
BIPP,54.0,64.0,10.0,18.52,1.337,4.439,18,Properti & Real Estat,Properti & Real Estat
BIRD,1485.0,1605.0,120.0,8.08,0.465,0.867,18,Transportasi & Logistik,Transportasi
BISI,630.0,645.0,15.0,2.38,0.149,1.149,18,Barang Konsumen Primer,Makanan & Minuman
BJBR,750.0,785.0,35.0,4.67,0.271,0.499,18,Keuangan,Bank
BJTM,505.0,515.0,10.0,1.98,0.121,0.8,18,Keuangan,Bank
BKDP,102.0,149.0,47.0,46.08,2.963,8.809,18,Properti & Real Estat,Properti & Real Estat
BKSL,57.0,68.0,11.0,19.3,1.123,2.993,18,Properti & Real Estat,Properti & Real Estat
BKSW,51.0,53.0,2.0,3.92,0.24,0.918,18,Keuangan,Bank
BLES,140.0,162.0,22.0,15.71,0.894,1.526,18,Barang Baku,Barang Baku
BLOG,328.0,384.0,56.0,17.07,0.959,1.4,18,Transportasi & Logistik,Logistik & Pengantaran
BLTA,30.0,34.0,4.0,13.33,0.79,2.492,18,Transportasi & Logistik,Logistik & Pengantaran
BLTZ,2870.0,2540.0,-330.0,-11.5,-0.732,0.732,17,Barang Konsumen Non-Primer,Jasa Konsumen
BLUE,2920.0,2960.0,40.0,1.37,0.096,1.251,18,Perindustrian,Jasa Perindustrian
BMAS,476.0,492.0,16.0,3.36,0.211,1.176,18,Keuangan,Bank
BMBL,31.0,31.0,0.0,0.0,0.066,2.631,18,Barang Konsumen Non-Primer,Jasa Konsumen
BMHS,171.0,180.0,9.0,5.26,0.305,0.574,18,Kesehatan,Jasa & Peralatan Kesehatan
BMRI,3810.0,4210.0,400.0,10.5,0.613,1.951,18,Keuangan,Bank
BMSR,282.0,318.0,36.0,12.77,0.766,2.608,18,Barang Baku,Barang Baku
BMTR,112.0,117.0,5.0,4.46,0.278,1.463,18,Barang Konsumen Non-Primer,Media & Hiburan
BNBA,745.0,730.0,-15.0,-2.01,-0.103,1.3,18,Keuangan,Bank
BNBR,76.6,105.0,28.4,37.08,2.184,5.93,18,Perindustrian,Perusahaan Holding Multi Sektor
BNGA,1525.0,1645.0,120.0,7.87,0.451,0.711,18,Keuangan,Bank
BNII,184.0,189.0,5.0,2.72,0.16,0.468,18,Keuangan,Bank
BNLI,2310.0,2360.0,50.0,2.16,0.133,1.068,18,Keuangan,Bank
BOAT,101.0,121.0,20.0,19.8,1.109,2.086,18,Energi,"Minyak, Gas & Batu Bara"
BOBA,288.0,230.0,-58.0,-20.14,-1.291,1.565,18,Barang Konsumen Primer,Makanan & Minuman
BOGA,1555.0,1505.0,-50.0,-3.22,-0.136,2.476,18,Barang Konsumen Non-Primer,Perdagangan Ritel
BOLA,145.0,166.0,21.0,14.48,0.814,1.486,18,Barang Konsumen Non-Primer,Jasa Konsumen
BOLT,755.0,810.0,55.0,7.28,0.426,1.164,18,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif
BOSS,50.0,50.0,0.0,0.0,0.0,0.0,17,Energi,"Minyak, Gas & Batu Bara"
BPFI,243.85,258.0,14.15,5.8,0.353,1.37,18,Keuangan,Jasa Pembiayaan
BPII,422.0,440.0,18.0,4.27,0.27,1.52,18,Keuangan,Perusahaan Holding & Investasi
BPTR,68.0,75.0,7.0,10.29,0.607,1.457,18,Transportasi & Logistik,Transportasi
BRAM,4320.0,4450.0,130.0,3.01,0.183,1.036,18,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif
BREN,3355.77,3450.0,94.23,2.81,0.22,2.931,18,Infrastruktur,Utilitas
BRIS,1665.0,1860.0,195.0,11.71,0.698,2.042,18,Keuangan,Bank
BRMS,476.0,585.0,109.0,22.9,1.312,3.923,18,Barang Baku,Barang Baku
BRNA,585.0,585.0,0.0,0.0,0.058,1.706,18,Barang Baku,Barang Baku
BRPT,1378.49,1715.0,336.51,24.41,1.378,3.434,18,Barang Baku,Barang Baku
BRRC,53.0,57.0,4.0,7.55,0.459,1.819,18,Barang Konsumen Primer,Makanan & Minuman
BSBK,51.0,52.0,1.0,1.96,0.126,1.014,18,Properti & Real Estat,Properti & Real Estat
BSDE,540.0,585.0,45.0,8.33,0.506,2.025,18,Properti & Real Estat,Properti & Real Estat
BSIM,690.0,695.0,5.0,0.72,0.051,0.802,18,Keuangan,Bank
BSML,488.0,510.0,22.0,4.51,0.27,1.059,18,Energi,"Minyak, Gas & Batu Bara"
BSSR,3960.0,4270.0,310.0,7.83,0.447,0.694,18,Energi,"Minyak, Gas & Batu Bara"
BSWD,1380.0,1250.0,-130.0,-9.42,-0.596,0.596,17,Keuangan,Bank
BTEK,11.0,12.0,1.0,9.09,0.695,3.904,18,Barang Konsumen Primer,Makanan & Minuman
BTON,352.0,354.0,2.0,0.57,0.08,1.864,18,Barang Baku,Barang Baku
BTPN,2120.0,2210.0,90.0,4.25,0.254,1.152,18,Keuangan,Bank
BTPS,955.0,1010.0,55.0,5.76,0.337,0.911,18,Keuangan,Bank
BUAH,510.0,500.0,-10.0,-1.96,-0.107,0.809,18,Barang Konsumen Primer,Perdagangan Ritel Barang Primer
BUDI,204.0,206.0,2.0,0.98,0.063,0.748,18,Barang Konsumen Primer,Makanan & Minuman
BUKA,100.0,117.0,17.0,17.0,0.96,2.096,18,Teknologi,Perangkat Lunak & Jasa TI
BUKK,1015.0,1050.0,35.0,3.45,0.253,2.57,18,Infrastruktur,Konstruksi Bangunan
BULL,320.0,396.0,76.0,23.75,1.343,3.063,18,Energi,"Minyak, Gas & Batu Bara"
BUMI,135.0,172.0,37.0,27.41,1.492,2.697,18,Energi,"Minyak, Gas & Batu Bara"
BUVA,760.0,860.0,100.0,13.16,0.873,4.308,18,Barang Konsumen Non-Primer,Jasa Konsumen
BVIC,79.0,92.0,13.0,16.46,0.938,1.624,18,Keuangan,Bank
BWPT,75.0,79.0,4.0,5.33,0.35,2.455,18,Barang Konsumen Primer,Makanan & Minuman
BYAN,11750.0,12250.0,500.0,4.26,0.251,0.863,18,Energi,"Minyak, Gas & Batu Bara"
CAKK,131.0,139.0,8.0,6.11,0.368,1.389,18,Perindustrian,Barang Perindustrian
CAMP,168.0,170.0,2.0,1.19,0.085,1.114,18,Barang Konsumen Primer,Makanan & Minuman
CANI,135.0,135.0,0.0,0.0,0.0,0.0,17,Energi,"Minyak, Gas & Batu Bara"
CARE,416.0,418.0,2.0,0.48,0.031,0.582,18,Kesehatan,Jasa & Peralatan Kesehatan
CARS,87.0,89.0,2.0,2.3,0.159,1.793,18,Barang Konsumen Non-Primer,Perdagangan Ritel
CASA,1800.0,1800.0,0.0,0.0,0.072,2.499,18,Keuangan,Perusahaan Holding & Investasi
CASH,159.0,226.0,67.0,42.14,2.302,5.976,18,Teknologi,Perangkat Lunak & Jasa TI
CASS,1835.0,1855.0,20.0,1.09,0.068,0.7,18,Infrastruktur,Infrastruktur Transportasi
CBDK,3310.0,3600.0,290.0,8.76,0.512,1.594,18,Properti & Real Estat,Properti & Real Estat
CBPE,276.99,288.0,11.01,3.98,0.24,1.223,18,Properti & Real Estat,Properti & Real Estat
CBRE,595.0,710.0,115.0,19.33,1.187,3.443,18,Energi,"Minyak, Gas & Batu Bara"
CBUT,735.0,815.0,80.0,10.88,0.632,1.653,18,Barang Konsumen Primer,Makanan & Minuman
CCSI,248.0,250.0,2.0,0.81,0.054,0.709,18,Perindustrian,Barang Perindustrian
CDIA,600.0,695.0,95.0,15.83,0.918,2.199,18,Infrastruktur,Utilitas
CEKA,2070.0,2160.0,90.0,4.35,0.263,1.13,18,Barang Konsumen Primer,Makanan & Minuman
CENT,72.0,83.0,11.0,15.28,0.875,1.965,18,Infrastruktur,Telekomunikasi
CFIN,316.0,338.0,22.0,6.96,0.401,0.818,18,Keuangan,Jasa Pembiayaan
CGAS,141.0,153.0,12.0,8.51,0.493,1.268,18,Energi,"Minyak, Gas & Batu Bara"
CHEK,121.0,131.0,10.0,8.26,0.483,1.305,18,Kesehatan,Jasa & Peralatan Kesehatan
CHEM,57.0,65.0,8.0,14.04,0.841,2.448,18,Barang Baku,Barang Baku
CHIP,918.6,915.0,-3.6,-0.39,-0.02,0.652,18,Teknologi,Perangkat Keras & Peralatan Teknologi
CINT,163.0,168.0,5.0,3.07,0.196,1.24,18,Barang Konsumen Non-Primer,Barang Rumah Tangga
CITA,2970.0,3270.0,300.0,10.1,0.574,1.007,18,Barang Baku,Barang Baku
CITY,158.0,171.0,13.0,8.23,0.497,1.751,18,Properti & Real Estat,Properti & Real Estat
CLAY,2680.0,2320.0,-360.0,-13.43,-0.82,1.636,18,Barang Konsumen Non-Primer,Jasa Konsumen
CLEO,374.0,376.0,2.0,0.53,0.045,1.267,18,Barang Konsumen Primer,Makanan & Minuman
CLPI,1390.0,1535.0,145.0,10.43,0.593,0.861,18,Barang Baku,Barang Baku
CMNP,1295.0,1340.0,45.0,3.47,0.207,0.768,18,Infrastruktur,Infrastruktur Transportasi
CMNT,790.0,785.0,-5.0,-0.63,-0.034,0.558,18,Barang Baku,Barang Baku
CMPP,69.0,69.0,0.0,0.0,0.0,0.0,17,Transportasi & Logistik,Transportasi
CMRY,4410.0,4580.0,170.0,3.85,0.246,1.479,18,Barang Konsumen Primer,Makanan & Minuman
CNKO,37.0,37.0,0.0,0.0,0.0,0.0,17,Energi,"Minyak, Gas & Batu Bara"
CNMA,86.0,92.0,6.0,6.98,0.415,1.698,18,Barang Konsumen Non-Primer,Jasa Konsumen
CNTX,142.0,142.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Non-Primer,Pakaian & Barang Mewah
COAL,22.0,24.0,2.0,9.09,0.588,1.658,18,Energi,"Minyak, Gas & Batu Bara"
COCO,98.68,127.0,28.32,28.69,2.208,9.529,18,Barang Konsumen Primer,Makanan & Minuman
COIN,630.0,735.0,105.0,16.67,0.962,2.582,18,Keuangan,Perusahaan Holding & Investasi
CPIN,3170.0,3240.0,70.0,2.21,0.146,1.44,18,Barang Konsumen Primer,Makanan & Minuman
CPRO,50.0,50.0,0.0,0.0,0.007,0.464,18,Barang Konsumen Primer,Makanan & Minuman
CRAB,208.0,208.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Primer,Makanan & Minuman
CRSN,96.0,103.0,7.0,7.29,0.429,1.225,18,Perindustrian,Jasa Perindustrian
CSAP,284.03,284.0,-0.03,-0.01,0.011,1.058,18,Barang Konsumen Non-Primer,Perdagangan Ritel
CSIS,149.94,178.0,28.06,18.71,1.049,2.427,18,Properti & Real Estat,Properti & Real Estat
CSMI,73.0,74.0,1.0,1.37,0.217,3.575,18,Barang Konsumen Non-Primer,Jasa Konsumen
CSRA,760.0,800.0,40.0,5.26,0.315,1.155,18,Barang Konsumen Primer,Makanan & Minuman
CTBN,5325.0,4660.0,-665.0,-12.49,-0.739,1.88,18,Barang Baku,Barang Baku
CTRA,519.95,575.0,55.05,10.59,0.618,1.865,18,Properti & Real Estat,Properti & Real Estat
CTTH,110.0,124.0,14.0,12.73,0.957,4.537,18,Perindustrian,Barang Perindustrian
CUAN,620.0,705.0,85.0,13.71,0.835,2.97,18,Energi,"Minyak, Gas & Batu Bara"
CYBR,615.0,565.0,-50.0,-8.13,-0.474,1.604,18,Teknologi,Perangkat Lunak & Jasa TI
DAAZ,1540.0,1545.0,5.0,0.32,0.041,1.639,18,Barang Baku,Barang Baku
DADA,50.0,50.0,0.0,0.0,0.0,0.0,18,Properti & Real Estat,Properti & Real Estat
DART,118.0,124.0,6.0,5.08,0.307,1.349,18,Properti & Real Estat,Properti & Real Estat
DATA,1970.0,1990.0,20.0,1.02,0.148,2.787,18,Infrastruktur,Telekomunikasi
DAYA,1020.0,975.0,-45.0,-4.41,-0.235,1.289,18,Barang Konsumen Primer,Perdagangan Ritel Barang Primer
DCII,180500.0,189950.0,9450.0,5.24,0.319,0.913,18,Teknologi,Perangkat Lunak & Jasa TI
DEAL,6.0,6.0,0.0,0.0,0.0,0.0,17,Transportasi & Logistik,Logistik & Pengantaran
DEFI,104.0,107.0,3.0,2.88,0.189,1.481,18,Keuangan,Perusahaan Holding & Investasi
DEPO,224.75,236.0,11.25,5.0,0.46,3.194,18,Barang Konsumen Non-Primer,Perdagangan Ritel
DEWA,290.59,448.0,157.41,54.17,2.682,4.168,18,Energi,"Minyak, Gas & Batu Bara"
DEWI,117.0,119.0,2.0,1.71,0.111,1.178,18,Barang Konsumen Primer,Makanan & Minuman
DFAM,79.0,84.0,5.0,6.33,0.395,1.768,18,Barang Konsumen Non-Primer,Jasa Konsumen
DGIK,123.0,129.0,6.0,4.88,0.316,1.381,18,Infrastruktur,Konstruksi Bangunan
DGNS,226.0,236.0,10.0,4.42,0.268,1.195,18,Kesehatan,Jasa & Peralatan Kesehatan
DGWG,284.0,280.0,-4.0,-1.41,-0.071,1.3,18,Barang Baku,Barang Baku
DIGI,29.0,29.0,0.0,0.0,0.0,0.0,17,Barang Konsumen Non-Primer,Media & Hiburan
DILD,106.0,115.0,9.0,8.49,0.516,1.71,18,Properti & Real Estat,Properti & Real Estat
DIVA,104.0,112.0,8.0,7.69,0.46,1.67,18,Teknologi,Perangkat Lunak & Jasa TI
DKFT,615.0,635.0,20.0,3.25,0.222,2.102,18,Barang Baku,Barang Baku
DKHH,57.0,62.0,5.0,8.77,0.552,2.182,18,Kesehatan,Jasa & Peralatan Kesehatan
DLTA,1724.0,1775.0,51.0,2.96,0.174,0.473,18,Barang Konsumen Primer,Makanan & Minuman
DMAS,135.0,138.0,3.0,2.22,0.134,0.641,18,Properti & Real Estat,Properti & Real Estat
DMMX,155.0,165.0,10.0,6.45,0.38,1.322,18,Teknologi,Perangkat Lunak & Jasa TI
DMND,605.0,620.0,15.0,2.48,0.154,1.099,18,Barang Konsumen Primer,Perdagangan Ritel Barang Primer
DNAR,111.0,121.0,10.0,9.01,0.526,1.337,18,Keuangan,Bank
DNET,10150.0,9650.0,-500.0,-4.93,-0.278,1.485,18,Keuangan,Perusahaan Holding & Investasi
DOID,196.0,226.0,30.0,15.31,0.868,1.941,18,Energi,"Minyak, Gas & Batu Bara"
DOOH,112.0,174.0,62.0,55.36,2.794,4.673,18,Barang Konsumen Non-Primer,Media & Hiburan
DOSS,130.0,135.0,5.0,3.85,0.237,1.276,18,Barang Konsumen Non-Primer,Barang Rekreasi
DPNS,310.0,310.0,0.0,0.0,0.0,0.0,17,Barang Baku,Barang Baku
DPUM,89.0,98.0,9.0,10.11,0.616,2.026,18,Barang Konsumen Primer,Makanan & Minuman
DRMA,885.0,905.0,20.0,2.26,0.137,0.716,18,Barang Konsumen Non-Primer,Otomotif & Komponen Otomotif
DSFI,66.0,80.0,14.0,21.21,1.177,2.273,18,Barang Konsumen Primer,Makanan & Minuman
